1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,26
1,27
1,29
1,31
1,33
1,35
1,36
1,37
1,42
1,43
1,44
1,46
1,47
1,48
1,49
1,50
1,51
1,53
1,56
1,58
1,60
1,63
1,64
1,65
1,66
1,67
1,69
1,70
1,75
1,76
1,78
1,80
1,84
1,86
1,98
1,100
1,116
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,157
1,160
1,168
1,175
1,179
1,181
1,191
1,192
1,194
1,216
1,255
1,278
1,301
1,315
1,320
1,338
1,345
1,346
1,347
1,350
1,352
1,364
1,530
1,609
1,723
1,1033
1,1199
1,2793
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,21
2,22
2,23
2,24
2,27
2,29
2,31
2,33
2,34
2,35
2,36
2,37
2,38
2,41
2,42
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,53
2,54
2,55
2,56
2,58
2,60
2,62
2,63
2,64
2,65
2,66
2,67
2,69
2,70
2,71
2,74
2,75
2,76
2,78
2,79
2,80
2,81
2,82
2,83
2,84
2,86
2,90
2,92
2,97
2,98
2,100
2,101
2,102
2,109
2,116
2,119
2,122
2,123
2,126
2,128
2,129
2,130
2,136
2,156
2,179
2,192
2,216
2,228
2,247
2,250
2,255
2,320
2,345
2,346
2,347
2,350
2,352
2,359
2,360
2,367
2,368
2,371
2,386
2,392
2,427
2,429
2,457
2,460
2,478
2,484
2,520
2,533
2,641
2,766
2,796
2,798
2,859
2,889
2,1021
2,1033
2,1217
3,1
3,2
3,5
3,6
3,7
3,8
3,9
3,10
3,12
3,13
3,14
3,15
3,17
3,18
3,19
3,20
3,21
3,23
3,26
3,27
3,31
3,33
3,34
3,35
3,36
3,37
3,42
3,44
3,47
3,48
3,49
3,50
3,51
3,53
3,60
3,64
3,65
3,67
3,69
3,70
3,75
3,80
3,88
3,92
3,97
3,98
3,100
3,101
3,102
3,104
3,109
3,129
3,160
3,161
3,166
3,198
3,216
3,301
3,333
3,347
3,350
3,374
3,384
3,520
4,1
4,2
4,4
4,6
4,7
4,9
4,12
4,13
4,14
4,15
4,17
4,18
4,19
4,21
4,23
4,27
4,29
4,31
4,33
4,35
4,36
4,37
4,38
4,41
4,42
4,44
4,46
4,47
4,48
4,49
4,50
4,51
4,53
4,54
4,56
4,58
4,60
4,62
4,63
4,64
4,65
4,67
4,70
4,76
4,80
4,81
4,83
4,86
4,98
4,101
4,109
4,117
4,250
4,251
4,252
4,301
4,316
4,319
4,320
4,331
4,345
4,346
4,347
4,349
4,350
4,356
4,358
4,359
4,360
4,361
4,368
4,375
4,379
4,384
4,385
4,386
4,387
4,388
4,392
4,396
4,401
4,404
4,406
4,412
4,413
4,415
4,416
4,417
4,418
4,420
4,421
4,427
4,431
4,437
4,439
4,440
4,444
4,449
4,450
4,451
4,455
4,457
4,459
4,460
4,462
4,464
4,472
4,475
4,479
4,481
4,483
4,484
4,486
4,487
4,488
4,491
4,495
4,497
4,499
4,502
4,506
4,508
4,509
4,511
4,513
4,514
4,515
4,516
4,517
4,519
4,530
4,544
4,549
4,550
4,580
4,588
4,606
4,641
4,649
4,668
4,681
4,694
4,704
4,717
4,719
4,720
4,721
4,734
4,770
4,790
4,898
4,899
4,934
4,1021
